problem;method;stage-reward;best-so-far;time
ackley;myopic;-15.52176983805574,-12.69182966034453,-13.256789272847671,-13.56480771843436,-13.531299863897322,-8.585434915017302,-4.828093631519024,-1.176332209307906,-1.962866863218673,-2.6093165403590377,-2.880517585523377,-2.87837792736248,-3.4062876266867446,-3.3033115867191305,-1.9818221814991601,-1.3762600649469223,-2.027748852260043,-1.5765007558639037,-0.8806291812346425,-1.1232700986552064,-0.5830396037098747,-0.9895751315797456,-0.37350806518522356,-0.833342074981049,-0.2260353096039381,-0.10991407822078877,-0.7032003089751884,-0.9701227517778674,-0.016655042930674865,-1.1124232390106705,-1.1704996193694623,0.050742159213329516,-1.0713356977488795,-0.31850302697691985,-1.0624224811323169,0.05541600390371812,0.021788059559728724,-0.01395835932716119,-0.6306242841728498,-0.8124034978164723,-0.8033846814248276,-0.4931272805592126,-1.1577491064783434,0.049103259379668425,0.026943074860885197,0.050754810584680086,-0.6463098026857867,0.030928885664284086,0.020851878025744286,-0.37985761358876435;16.749741951785165,14.32377353030375,14.32377353030375,14.32377353030375,14.32377353030375,10.373253062392406,7.000688646687891,3.904484276895684,3.904484276895684,3.904484276895684,3.904484276895684,3.904484276895684,3.904484276895684,3.904484276895684,2.393871391531395,1.7485186894063713,1.7485186894063713,1.7485186894063713,0.9891514177062182,0.6659433287281549,0.6659433287281549,0.4440798757334723,0.4440798757334723,0.29057102839130566,0.29057102839130566,0.17205137089659717,0.08132713260593905,0.08132713260593905,0.08132713260593905,0.026410528952717005,0.026410528952717005,0.026410528952717005,0.026410528952717005,0.026410528952717005,0.026410528952717005,0.026410528952717005,0.026410528952717005,0.013329390787060635,0.013329390787060635,0.013329390787060635,0.013329390787060635,0.013329390787060635,0.013329390787060635,0.013329390787060635,0.013329390787060635,0.013329390787060635,0.013329390787060635,0.013329390787060635,0.013329390787060635,0.013329390787060635,0.013329390787060635;258.3828430175781,163.66079711914062,425.2559509277344,879.79931640625,195.16928100585938,658.3152465820312,720.6829833984375,565.8572998046875,529.3311767578125,351.6354675292969,343.99334716796875,312.45208740234375,291.2850036621094,604.6668701171875,472.9425964355469,418.8200988769531,432.52325439453125,1848.9918212890625,2048.548828125,373.5582580566406,1598.3739013671875,160.18226623535156,1465.7054443359375,258.86004638671875,3052.017578125,2333.9150390625,345.5129699707031,563.3280029296875,1305.702392578125,302.5735778808594,586.10791015625,922.8523559570312,161.55442810058594,348.0924072265625,189.64889526367188,396.6484375,1559.013427734375,252.88088989257812,264.6845397949219,312.374267578125,146.7904052734375,299.430908203125,156.9945526123047,588.5593872070312,1788.6658935546875,841.3255615234375,146.7975616455078,662.6375732421875,1189.9566650390625,138.23794555664062
adjiman;myopic;1.4268174541031076,1.4315249838571757,1.392655021938509,1.4658575560230402,1.526368991297689,1.5634818600273577,1.5919860115612352,1.6142290421598025,1.6322246863043615,1.646919480360819;-1.3008642333210347,-1.3501754883740147,-1.3501754883740147,-1.4374359029891988,-1.5047637924613388,-1.5446838526463802,-1.5744668439097491,-1.597087556815149,-1.6148588650568394,-1.6288811010762148,-1.640055990243592;58.75302505493164,111.63340759277344,168.34970092773438,220.68838500976562,214.46963500976562,375.36767578125,289.934326171875,201.064453125,318.62066650390625,255.06509399414062
branin;myopic;24.378639499623507,23.416285561748975,19.132767026667445,27.526355931947744,19.60384171460468,44.90244269216627,37.07224043760517,33.46623716160232,36.722318981418105,28.349674792778814,27.91253196524111,30.061148201185265,29.243781021044313,26.504094776419937,24.888494650721835,24.883753365032867,20.086664987185607,19.413661681096205,16.836160276742923,16.738466533770055,14.112346957712116,13.497087445780014,12.86635067456116,12.923807838890365,12.40624391231632,11.792581541233254,11.50876302957652,10.139005639558052,9.318613475342724,8.757225304663733,7.977479136594248,7.831556027930679,7.6299292061236965,7.246337725798291,8.523968597253099,7.204225197101994,12.784303869165925,8.935812870198095,8.729161681657114,9.126023753669827;24.913964617182174,24.516631669774,24.516631669774,14.116980791704393,14.116980791704393,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.9068093762524505,0.6423546205300923,0.6423546205300923,0.6423546205300923,0.6423546205300923,0.6423546205300923;99.11910247802734,147.14675903320312,175.6723175048828,206.79373168945312,139.47494506835938,72.8453140258789,86.17369842529297,158.59814453125,314.9096984863281,216.7367706298828,154.52569580078125,95.9846420288086,92.60646057128906,84.20658874511719,91.66233825683594,123.82310485839844,74.04236602783203,79.89759826660156,141.31199645996094,92.83686065673828,165.32684326171875,141.02426147460938,147.67308044433594,120.79411315917969,236.8337860107422,150.1327362060547,148.853759765625,149.35040283203125,147.55532836914062,89.35526275634766,122.6618881225586,130.84877014160156,113.40697479248047,132.3663330078125,168.1397705078125,145.4766082763672,167.26937866210938,112.68915557861328,138.45811462402344,170.74176025390625
hartmann;myopic;3.673505986788283,3.460817201386904,3.554470449687968,3.722717107894673,2.938446270284063,5.874217633185292,4.863458569556538,6.1133620134994535,4.355691830769058,3.8795165985809494,3.724839246633102,4.438595456848586,3.914662833496564,3.779997888143486,3.8406772573384758,32.3229898934712,22.24076294152616,17.3795204372901,14.256925552005038,17.60290934772305,9.540970911037627,7.108652034173517,23.200610282564753,8.661155872103114,20.374515227607432,12.707642129152998,14.021605832279015,12.554502114077229,9.364899011379636,9.961690215905303,14.336264675791721,23.8282111545675,48.46668656416766,73.28184826902398,61.99839218245337,21.890967268586223,-39.252154038693135,136.16603603231886,11.55334664446013,0.03440480264432844,0.033845437883699016,0.031218458314209066,0.031197190901503996,0.031196688540023255,0.031200712005701424,0.03080570892199356,0.03096084681841924,0.030872313676515148,0.030895852580885015,0.030774781520105578;-2.3781846070591213,-2.3781846070591213,-2.3781846070591213,-2.3781846070591213,-2.3781846070591213,-3.1983765887546323,-3.1983765887546323,-3.1983765887546323,-3.1983765887546323,-3.1983765887546323,-3.1983765887546323,-3.4457651815416153,-3.4457651815416153,-3.4457651815416153,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806,-3.5338615581930806;24.999935150146484,55.06867218017578,50.17087936401367,72.49919891357422,120.28518676757812,84.9254379272461,85.4118423461914,91.97772979736328,73.91948699951172,149.8592987060547,71.11885070800781,76.32281494140625,69.18041229248047,105.23340606689453,123.31212615966797,205.59666442871094,85.90745544433594,77.08057403564453,154.3383026123047,78.10047912597656,66.39615631103516,174.79270935058594,82.12684631347656,113.22265625,119.86943817138672,72.73369598388672,144.36863708496094,68.92031860351562,92.65459442138672,251.0847930908203,127.710205078125,78.4168930053711,158.4691162109375,84.01920318603516,468.6120910644531,495.35589599609375,113.56159973144531,135.70867919921875,75.64083099365234,268.5614013671875,85.95148468017578,95.71839904785156,255.172607421875,240.87347412109375,207.2790985107422,85.25312042236328,108.47846221923828,130.43507385253906,182.30886840820312,112.97894287109375
michalewicz;myopic;1.5479258271248686,1.3251927168617113,1.2037370320924046,1.404585760053848,1.3696207171505825,1.6037071174246031,1.7312722270879886,1.7031226456837611,1.3013631041734282,1.1327886097571938,1.240232735391975,1.1548129367621491,1.066547864601971,1.84349330411348,1.7763780339168829,1.765287430513266,1.4913529873909022,1.910969227835095,1.3923274219345707,1.322155522497064,1.3536171133833637,1.3473158962295073,1.378639108152357,1.348757297637252,1.3918679364866033,1.2066384098836693,1.529691541226126,1.3214675676423646,1.304638387692251,1.3462596736047252,1.2836440978478403,1.6677562048263137,1.3642596782862368,1.827153931216326,1.2639873659718248,3.1818016257935215,1.8194388041928216,1.8223272360765883,1.7235773309487519,1.7314632042683504,2.4463835445123308,3.0281201467359136,2.068833518738345,16.535788429806654,8.235124935574222,6.851887768123366,9.918841883908886,6.483032207207345,6.406968950814832,9.024055139179149;-0.9095202791799639,-0.9095202791799639,-0.9095202791799639,-0.9095202791799639,-0.9095202791799639,-0.9095202791799639,-0.9095202791799639,-0.9095202791799639,-0.9095202791799639,-0.9095202791799639,-0.9095202791799639,-0.9095202791799639,-0.9654764443366795,-0.9654764443366795,-0.9654764443366795,-0.9654764443366795,-0.9654764443366795,-0.9654764443366795,-0.9654764443366795,-0.9654764443366795,-0.9654764443366795,-0.9654764443366795,-0.9654764443366795,-0.9654764443366795,-0.9654764443366795,-0.9654764443366795,-0.9654764443366795,-0.9654764443366795,-0.9654764443366795,-0.9654764443366795,-0.9654764443366795,-0.9654764443366795,-0.9654764443366795,-0.9654764443366795,-0.9654764443366795,-0.9654764443366795,-0.9654764443366795,-1.5740715896765516,-1.5740715896765516,-1.5740715896765516,-1.8121097334612863,-1.8121097334612863,-1.8121097334612863,-1.8121097334612863,-1.8121097334612863,-1.8121097334612863,-1.8121097334612863,-1.8121097334612863,-1.8121097334612863,-1.8121097334612863,-1.8121097334612863;77.57209777832031,137.8140106201172,169.2006378173828,56.246273040771484,71.404541015625,223.72044372558594,80.58879852294922,75.10323333740234,71.15673828125,89.10848236083984,101.5910415649414,69.106689453125,126.50086212158203,72.96307373046875,127.5084457397461,73.50476837158203,90.97932434082031,202.1396484375,120.49203491210938,91.77804565429688,111.17772674560547,143.91500854492188,288.23040771484375,185.30201721191406,136.1776580810547,129.22470092773438,82.86412811279297,117.71084594726562,160.49459838867188,110.63910675048828,160.58163452148438,161.7960968017578,107.21485137939453,105.0439682006836,198.7051544189453,93.60384368896484,277.96173095703125,197.9832000732422,154.63526916503906,150.5587158203125,158.6903076171875,93.36115264892578,77.03449249267578,151.94931030273438,252.00537109375,152.9159698486328,83.91986846923828,91.57119750976562,117.48966217041016,246.25868225097656
rastrigin;myopic;-3.22917870004021,-7.86817180765601,-10.615317420310957,-14.194068759717144,-19.09128032087124,-24.836322334025162,-26.7268637565248,-28.20140525042326,-20.84741682876618,-13.869516171826517,-22.437450146933433,26.172630811291818,-6.954651072626348,-29.327275873439657,-33.723381578513454,-8.828479636121997,61.942079349289706,41.996247249191086,15.840410888730705,-11.882222903587822,97.98320263623282,22.02043641700707,43.50291402249562,29.846902660754477,2.1879369868798184,-2.161554812300066,11.249878119905233,5.434790082975592,0.07583800150594278,206.3851001919848,61.6194278770406,50.262350770480694,29.933543711309564,56.6062586117737,33.98611007670841,2.2163724491086687,-21.692512550312454,-42.51403405276014,21.09304490967628,77.3880692818414,82.92276023428671,29.74460383617109,15.931488002769388,10.086983628914052,62.963512913165175,1.8715550231019868,19.96225511505565,129.6807782714454,34.864608192054156,3.26525859619942,71.74781024092707,27.427154389050497,9.11818731854179,22.381053521221208,95.41003221973372,40.58508984311471,-22.468235970587962,10.627884364171635,119.62452968555841,90.99251981135615,30.161099281939425,74.20646829430709,44.13639698671308,-38.22721659610986,-49.6135309922816,-1.8926128983712094,45.59814527813154,5.6348246406795575,-12.504329764257822,-8.83991632426037,97.44866262364975,-30.03141321966543,33.34786924713686,3.8364102948699497,75.16900276690355,64.53920433684314,-58.011367784814965,-37.364877704814766,35.38520292884703,-14.33716541584986;35.82749679916761,35.82749679916761,35.82749679916761,35.82749679916761,35.82749679916761,35.82749679916761,35.82749679916761,35.82749679916761,28.824776369226456,28.824776369226456,28.824776369226456,28.824776369226456,28.824776369226456,28.824776369226456,28.824776369226456,28.824776369226456,28.824776369226456,28.824776369226456,28.824776369226456,28.824776369226456,28.824776369226456,28.824776369226456,28.824776369226456,28.824776369226456,28.824776369226456,28.824776369226456,28.824776369226456,28.824776369226456,28.824776369226456,28.824776369226456,28.824776369226456,28.824776369226456,28.824776369226456,28.824776369226456,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493,20.862731578294493;56.20323181152344,118.87615966796875,181.7303009033203,163.08018493652344,104.05683135986328,169.58157348632812,147.17132568359375,150.25152587890625,141.59564208984375,230.5576629638672,81.85446166992188,168.68556213378906,180.569091796875,134.3477783203125,132.3294677734375,163.15597534179688,215.7455291748047,171.8876190185547,159.39276123046875,249.35423278808594,283.00799560546875,270.50189208984375,297.97784423828125,306.5333557128906,265.2682189941406,123.72988891601562,266.8042297363281,301.07135009765625,281.25799560546875,546.2671508789062,320.2641906738281,382.55615234375,427.01312255859375,215.46290588378906,176.11981201171875,228.0120391845703,161.59642028808594,109.92947387695312,229.09542846679688,297.0613708496094,367.3415832519531,278.3733825683594,341.51116943359375,178.62246704101562,226.8159942626953,209.40492248535156,315.3418273925781,380.1681823730469,166.95193481445312,115.05561828613281,289.3332824707031,376.39678955078125,216.5770263671875,256.0153503417969,323.63006591796875,272.3460998535156,181.58181762695312,335.94061279296875,313.53857421875,327.5263977050781,388.4328918457031,360.3814392089844,213.06265258789062,178.86720275878906,68.95410919189453,206.2755889892578,307.9925842285156,209.94253540039062,199.910400390625,306.41766357421875,293.55621337890625,146.3592987060547,196.3345947265625,277.9678649902344,388.79437255859375,369.1653137207031,140.86553955078125,254.18240356445312,183.742431640625,238.26431274414062
rosenbrock;myopic;83108.30975167739,47182.58873591066,12566.761005286302,82559.89081650894,2128.5553049988666,-16654.947483274023,-42488.04064889802,36130.47896706965,5561.219386116689,-8329.255129949,-25675.525349175994,26356.549727703634,48483.838842089484,27760.992785259587,28432.97841294954,19694.065168596426,23730.343762370583,21904.97241260793,11448.550613613887,12694.01308993325,5274.851273638204,3255.1519240527996,689.3064666829014,8843.901315402953,-3968.584130852476,-5007.517710329637,-10058.905421451083,27247.1608538718,41720.9054385252,34591.68609902654,41128.1206873782,37394.60294912425,43535.29195551261,34789.53859773917,31303.28011817436,24192.781307658042,21667.243584209406,21150.7373963107,21296.5576221018,19677.61116802459,13741.885743650233,25569.659766517245,34598.941957550356,40841.83698536231,37538.0228226359,31373.739110362636,49267.15416686321,51009.892045012915,35850.06391429318,33257.342335260066;128480.47663074525,128480.47663074525,128480.47663074525,128480.47663074525,128480.47663074525,128480.47663074525,128480.47663074525,128480.47663074525,128480.47663074525,128480.47663074525,128480.47663074525,102437.42327978117,85103.71022885022,85103.71022885022,76717.44158060612,76717.44158060612,76717.44158060612,76717.44158060612,76717.44158060612,76717.44158060612,76717.44158060612,76717.44158060612,76717.44158060612,76717.44158060612,76717.44158060612,76717.44158060612,76717.44158060612,51600.396880944834,35980.17103584671,35980.17103584671,35980.17103584671,25132.557125026022,25132.557125026022,25132.557125026022,24004.846008133594,24004.846008133594,24004.846008133594,24004.846008133594,21710.54167802274,21710.54167802274,21710.54167802274,21710.54167802274,18265.681302714216,18265.681302714216,18265.681302714216,18265.681302714216,18265.681302714216,18265.681302714216,15435.45882780218,15435.45882780218,10976.506078958337;168.4121551513672,128.8949737548828,144.85504150390625,101.22137451171875,130.92147827148438,195.41810607910156,160.80178833007812,270.9534606933594,269.7471923828125,194.45248413085938,221.02732849121094,325.03399658203125,422.21875,401.154052734375,275.5696716308594,294.11328125,196.27622985839844,220.29209899902344,280.453125,353.85137939453125,314.3301086425781,272.3143615722656,295.952392578125,338.239501953125,375.6707763671875,350.66265869140625,348.6474304199219,377.860107421875,317.98681640625,266.919921875,249.05113220214844,296.089599609375,202.16319274902344,284.558349609375,305.9578857421875,309.09136962890625,280.4991760253906,243.37303161621094,272.9881591796875,220.9986572265625,235.89990234375,266.77349853515625,158.60633850097656,329.96148681640625,236.13746643066406,270.73126220703125,257.4602355957031,331.7626953125,243.44371032714844,397.0672607421875
shekel;myopic;0.4644352887721649,1.0098630468552623,0.8827590226579672,0.8628122141978322,1.0426897477074732,0.9886378226982103,2.4918728744816216,1.949664184821759,2.135597836688698,1.7576082776289657,2.741463044125741,1.9850998935810458,2.2737638030718768,2.2204389238041884,2.8375965658828592,4.790645679969239,3.981476518920183,3.6891166353572,3.572608702440636,3.4735061193210104,5.006656155812158,4.2477053064356065,3.504359048439618,2.8127479087595955,3.34156316694495,3.2505034707554765,5.947093503048997,4.3108967887745395,3.169286194523469,3.655613793874736,3.1445958182781144,3.8481645237032445,3.392556162945988,4.710700289558006,3.0571089369822726,4.452867119180997,4.382692650958444,3.980665622641794,2.6824502178095315,2.915696034867421,4.632373522042021,3.577032545168479,2.970573056607345,2.870822535627523,2.7489840505106624,2.713618775064464,7.682634543874966,7.367126492705163,5.6438882153253145,4.977090619477981,4.32554452884673,4.500298960957733,4.305066778725032,4.293504562687613,4.362602729894148,3.698220127205804,3.4631754360952116,5.976237263841069,4.401460052596144,6.3968665161515235,6.167842662917938,6.539818436160391,4.700433282370028,3.995409153535007,3.8639368993115064,6.103250916261867,4.903249908407539,3.752239795146224,3.6091361259652976,3.7724575795777895,6.307094158488265,5.324038243051584,4.618827594665437,5.030510267527418,4.421621690429434,4.470534877065941,3.7517961062516476,3.816238377898102,3.7215157052614005,3.338414073895314;-0.43589432197793015,-0.7345000249034461,-0.7908896854507549,-0.8313080256569872,-0.8313080256569872,-0.8313080256569872,-1.5032502205419915,-1.5032502205419915,-1.5032502205419915,-1.5032502205419915,-1.5032502205419915,-1.5032502205419915,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.489603082934944,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565,-2.5408154210604565;112.8058853149414,98.02444458007812,137.56927490234375,114.8590087890625,160.84378051757812,279.341064453125,376.9743347167969,328.0056457519531,570.5543823242188,438.6252746582031,304.79052734375,748.4825439453125,252.5542449951172,302.1547546386719,827.6817626953125,393.7423400878906,424.1827697753906,451.1918029785156,290.6828918457031,206.3953857421875,130.1964874267578,395.0561218261719,285.3099670410156,319.4142761230469,251.6715545654297,440.5237731933594,486.9652404785156,738.1934204101562,422.3549499511719,352.7454833984375,531.9905395507812,321.0813293457031,420.0202331542969,391.3175048828125,399.0149230957031,267.931640625,206.5100860595703,183.299072265625,327.47723388671875,372.8087158203125,384.0481262207031,280.2114562988281,373.16607666015625,244.11135864257812,425.9635314941406,401.54010009765625,288.34100341796875,390.1880187988281,445.633544921875,315.71148681640625,290.482177734375,351.2524719238281,469.6739807128906,581.1087646484375,477.8260498046875,242.8958740234375,302.6513977050781,348.55322265625,394.2840270996094,381.665283203125,406.28326416015625,310.7870788574219,377.0521545410156,277.0411376953125,261.7057189941406,524.3873291015625,174.2356414794922,408.3619689941406,362.8554382324219,206.55821228027344,300.51531982421875,297.8262939453125,363.404296875,313.2518310546875,271.7122497558594,205.94175720214844,288.331787109375,169.84678649902344,230.01907348632812,247.35845947265625
sixhumpcamel;myopic;1690.1488669018618,2006.110012852791,1617.2134791190488,1540.8333609892634,1510.5623582382932,1428.7872399439539,1272.7599076701604,1099.6883447202272,1121.2158015384584,996.44283653481;19.284393349281007,19.284393349281007,19.284393349281007,1.6111042134719935,1.6111042134719935,1.6111042134719935,1.6111042134719935,1.6111042134719935,1.6111042134719935,1.0586619004368554,1.0586619004368554;116.34687805175781,90.60249328613281,71.85100555419922,107.9183349609375,116.3868179321289,173.05906677246094,88.12850952148438,166.78089904785156,150.27200317382812,145.89849853515625
styblinskitang;myopic;156.4811907784632,133.52291985022094,126.9512731170696,171.05071273861196,144.88719043302535,120.08534058376266,117.91679536248022,136.36924938095527,146.4469129576815,122.09118683811711,122.67337142599264,130.1944311254496,128.02096429279533,155.2626771048268,138.0557770321286,138.59607390747445,175.83962602308569,177.3388764566993,182.11360562667582,173.34705385442294,171.0171653367748,170.32918666770516,169.21688993971102,173.72437059848176,170.64756401444862,169.88966496885587,169.50780445712863,169.3774090965131,169.44839604052027,169.08065582102978,168.7982646490523,168.7821130123989,168.6503929157304,168.51807897329564,168.42685040516685,168.35287939720592,168.34191400727786,168.33449192800148,168.25458893646223,168.19917805596012,168.15283751737473,168.12824406155184,168.1163970709919,168.07132048646844,168.0497432500038,168.0074274311098,167.99070519598925,167.9587685343844,167.95088875142594,202.16266429240443,167.96920491453037,167.957404974802,167.94105429311966,167.9215476706548,167.91450560784665,167.91236022455914,167.89291544424808,167.88051250863754,167.8692738228087,167.86071098613155;-108.6391483120855,-108.6391483120855,-108.6391483120855,-108.6391483120855,-114.45574135682216,-115.73010522550706,-115.73010522550706,-115.73010522550706,-115.73010522550706,-115.73010522550706,-115.73010522550706,-117.6250223134495,-117.6250223134495,-117.6250223134495,-121.82143967691903,-130.99223165995596,-145.60804585075797,-165.2210061464412,-165.2210061464412,-165.2210061464412,-165.2210061464412,-165.2210061464412,-165.2210061464412,-166.73406972146478,-166.73406972146478,-167.4045511585923,-167.4045511585923,-167.4045511585923,-167.4045511585923,-167.4045511585923,-167.4045511585923,-167.4045511585923,-167.4045511585923,-167.4045511585923,-167.4045511585923,-167.4516178719673,-167.4516178719673,-167.4516178719673,-167.4516178719673,-167.48672359584856,-167.50246200441697,-167.50246200441697,-167.50246200441697,-167.50246200441697,-167.50246200441697,-167.50246200441697,-167.50246200441697,-167.50495576476754,-167.50495576476754,-167.50495576476754,-167.50495576476754,-167.50495576476754,-167.51001565865857,-167.51001565865857,-167.51001565865857,-167.51001565865857,-167.54102305717788,-167.54102305717788,-167.54102305717788,-167.54102305717788,-167.54102305717788;172.49075317382812,78.46809387207031,109.36729431152344,149.9156494140625,138.48268127441406,102.3109130859375,100.7667236328125,246.8607940673828,134.3416290283203,118.11840057373047,91.4176025390625,102.65599822998047,99.64851379394531,113.81552124023438,146.38694763183594,145.21856689453125,142.5674285888672,128.60826110839844,221.55877685546875,237.04165649414062,202.52978515625,196.5312042236328,208.58367919921875,241.89747619628906,489.57440185546875,233.4351348876953,326.0579833984375,227.05357360839844,275.0627746582031,271.0057067871094,398.0789794921875,306.4576110839844,251.5793914794922,314.96295166015625,217.1658172607422,208.76492309570312,277.41082763671875,193.6834259033203,215.10552978515625,310.61505126953125,177.828857421875,157.98477172851562,151.77830505371094,274.89178466796875,159.75013732910156,145.69676208496094,193.18067932128906,175.7696075439453,159.39788818359375,132.08985900878906,199.31546020507812,169.69625854492188,189.22802734375,237.49325561523438,207.34873962402344,174.61964416503906,181.8296356201172,221.591552734375,150.92633056640625,155.472900390625
ackley;myopic;-18.27504711407241,-18.363737567000562,-16.82058668627879,-14.724334031169668,-13.371103252949576,-10.837930714512096,-8.479674538405924,-7.480393611198859,-7.553541230158958,-8.02187025512958,-8.260036339737521,-2.6070589200034484,-1.7905328965905039,-3.0823440763277503,-2.459527225882503,-2.9793565856526265,-3.2326934810447274,-3.3289840904979715,-3.3507078452921073,-3.369445682916959,-3.1618404228271464,-3.576835664641071,-2.3685179020856566,-3.761323423091098,-2.664458446070151,-2.7125850559259095,-2.5755256916034015,-2.727768372302335,-2.8968115020986254,-3.4368543248493304,-3.7384839029936208,-2.7553194696515724,-3.7368912786053876,-2.6601129306721516,-2.697859544898471,-3.3835002563446457,-2.784573577986145,-3.1836987696924286,-2.9227087252536896,-3.2137879636686293,-3.3150447556078184,-2.5984445510547034,-3.2282230685331035,-3.21564320906594,-3.32376522463416,-2.683213199164925,-3.4070024221971282,-3.662212329451977,-2.5459928182377642,-3.1825913875603233;19.005071032922583,19.005071032922583,17.66060038806762,15.839854750316674,14.724246727450911,12.500145838075495,10.491228136068383,9.88196104163481,9.88196104163481,9.88196104163481,9.88196104163481,4.551964855111734,4.3451117293925385,4.3451117293925385,4.036531079578037,4.036531079578037,4.036531079578037,4.036531079578037,4.036531079578037,3.8387143776833033,3.8387143776833033,2.912254086547201,2.912254086547201,2.912254086547201,2.912254086547201,2.912254086547201,2.7713565741256123,2.7713565741256123,2.7713565741256123,2.7713565741256123,2.7713565741256123,2.7713565741256123,2.7713565741256123,2.7713565741256123,2.7713565741256123,2.6646150286947194,2.6646150286947194,2.6646150286947194,2.6646150286947194,2.6646150286947194,2.6646150286947194,2.6646150286947194,2.6139337310139656,2.6139337310139656,2.6139337310139656,2.6139337310139656,2.6139337310139656,2.6139337310139656,2.6139337310139656,2.601885862096705,2.601885862096705;268.87066650390625,326.90484619140625,299.21484375,290.3337097167969,276.1236572265625,306.52825927734375,358.4501647949219,355.1866760253906,257.22161865234375,257.3629455566406,292.927490234375,636.7313842773438,466.3326721191406,530.7597045898438,415.7080993652344,387.0074768066406,451.0873718261719,306.092041015625,366.40972900390625,348.0207214355469,289.69573974609375,152.51251220703125,530.0377807617188,134.62220764160156,1377.037353515625,1088.1474609375,1160.5606689453125,494.8111267089844,229.7559051513672,172.5235137939453,174.31654357910156,338.61016845703125,144.1239013671875,1348.8311767578125,996.5997924804688,139.24453735351562,131.12728881835938,196.55270385742188,234.6833953857422,142.49267578125,85.15174102783203,594.0142211914062,204.16102600097656,242.94400024414062,127.36819458007812,531.9966430664062,158.63705444335938,227.9536590576172,837.7958374023438,165.5265350341797
adjiman;myopic;1.2066957086327688,1.1328975905202467,1.4117166177219362,1.568959656615977,1.6804485187722433,1.7513563973911854,1.8034315422015552,1.8432160141405396,1.8738045656820708,1.8951943472031374;-1.0131452353868173,-1.0131452353868173,-1.3501754883740147,-1.5301409723380361,-1.6501423385667484,-1.7246836578526878,-1.7776694710216467,-1.8163519430012725,-1.8436662335882823,-1.8588515430133754,-1.8588515430133754;64.036865234375,119.9257583618164,145.33938598632812,175.6538848876953,178.28965759277344,235.4903106689453,152.7889862060547,82.16166687011719,102.68978881835938,110.42406463623047
