problem;method;stage-reward;best-so-far;time
rastrigin;s-myopic;-1.5296857114775149,-2.461743097922577,-5.7548469444006205,-11.686748358859553,-14.708712661243691,-19.381596116520996,-21.873077237014794,-27.44338980870768,-28.5276057186704,-31.485159226740123,-34.62434966910399,-25.98445144881748,-34.423634728537586,-34.885315653776594,-25.467637265090126,-38.064089151271226,-39.478717081256896,-43.92737925956256,-44.574931984749135,-46.04055051475087,-31.20867330686642,-31.68910271535833,-37.2474041500136,-29.390984207637885,-43.07038352589719,-27.48187984942942,-45.7426853917346,-21.862527486912136,-48.66113342100785,-50.58591242479143,-37.657659606818946,-41.20582046329037,-20.629081400244374,-30.126626599111447,-20.15446083434354,-25.306852516104943,-12.394439355515566,-26.705146756240854,-5.014332156610114,-23.595515456168158,99.23530377415393,21.633427790253187,24.450064024213873,14.947735939866806,18.527478617087933,-2.4101893212537555,-14.20047747164982,16.89162587586869,12.487575651994524,-6.171340630555699,-4.0190661772320215,1.7754866914420466,-11.086406578548097,-12.836475975871744,61.16236799762738,43.7978637625947,13.88239574827031,9.222736062133153,91.1285301963049,42.18503257035094,19.05296519259542,22.700484824981707,34.040724559960346,20.78009578608452,11.836369757299865,13.748441927860974,81.16651071775546,22.32926852904501,8.892984720392684,2.84952600473055,5.327482994408969,21.026317673715756,5.431411610481601,16.05045413184792,-1.8598936448116574,-2.114284904188942,262.4199319204534,125.44449088110737,69.32577266280487,156.46174630590494;47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.261558588504826,47.00884007860875,47.00884007860875,37.28952310951217,37.28952310951217,37.28952310951217,37.28952310951217,37.28952310951217,37.28952310951217,37.28952310951217,37.28952310951217,37.28952310951217,37.28952310951217,37.28952310951217,37.28952310951217,37.28952310951217,29.960441739791115,29.960441739791115,29.960441739791115,29.960441739791115,29.960441739791115,29.960441739791115,29.960441739791115,29.960441739791115,29.960441739791115,29.960441739791115,29.960441739791115,29.960441739791115,29.960441739791115,29.960441739791115,29.960441739791115,25.246143909238178,25.246143909238178,25.246143909238178,25.246143909238178,25.246143909238178,25.246143909238178,25.246143909238178,25.246143909238178,25.246143909238178,25.246143909238178,25.246143909238178,25.246143909238178,25.246143909238178,25.246143909238178,25.246143909238178,25.246143909238178,25.246143909238178,25.246143909238178,25.246143909238178,25.246143909238178,25.246143909238178;0.17788656428456306,0.4742806442081928,0.8804235029965639,0.17444528825581074,0.14234412647783756,0.28015075996518135,0.20707847364246845,0.28814260102808475,0.24357827939093113,0.18584484979510307,0.29204562678933144,0.27772154472768307,0.2844703644514084,0.157075522467494,0.254449175670743,0.23604396171867847,0.22616767138242722,0.1832020804286003,0.23497017472982407,0.19726316072046757,0.3579851817339659,0.33758714236319065,0.4097905866801739,0.5086994990706444,0.2799411192536354,0.44324477575719357,0.226703817024827,0.5671918299049139,0.3103193882852793,0.3133853357285261,0.5770706497132778,0.4418869633227587,0.4278477318584919,0.8597847949713469,0.5049643348902464,0.6349511835724115,0.7159410063177347,0.4928296208381653,0.5241849534213543,0.6093356665223837,0.4075077138841152,0.4591404050588608,0.7209301795810461,0.4344322457909584,0.7184814997017384,0.5516843609511852,0.5747155174612999,0.31821155920624733,0.6146932598203421,0.5314266756176949,0.5697884205728769,0.4872978962957859,0.5065024718642235,0.5526218041777611,0.42043836414813995,0.27102099545300007,0.3402017466723919,0.5883104912936687,0.5742574464529753,0.98385389149189,0.5095148123800755,0.6495527755469084,0.7979831472039223,0.6084643714129925,0.6319737918674946,0.5913299694657326,0.6817567553371191,0.5792890712618828,0.8448536694049835,0.5427937470376492,0.9943172000348568,0.563489843159914,0.7055021934211254,0.7963339928537607,0.5651051867753267,0.64074313826859,0.8952928446233273,0.5358302835375071,0.5915405955165625,0.4216468520462513
sixhumpcamel;ei;nan,nan,nan,nan,nan,nan,nan,nan,nan,nan;2.5280731566042487,0.8814587433896873,-1.0097027132928857,-1.0097027132928857,-1.0097027132928857,-1.0097027132928857,-1.0097027132928857,-1.0097027132928857,-1.0097027132928857,-1.0097027132928857,-1.0097027132928857;0.3994189351797104,0.5723685771226883,0.97452780790627,0.4697229079902172,0.6637082062661648,0.9316876605153084,0.9439106453210115,1.3589577600359917,1.5325925815850496,0.6541510038077831
sixhumpcamel;myopic;836.0784199719483,2307.345339456354,2094.9150546744777,2017.504493724143,1842.652832614097,1678.3527413248705,1421.8030309130233,1296.2647766234577,1166.5757671250235,1118.870348619756;2.5280731566042487,2.5280731566042487,2.5280731566042487,2.5280731566042487,2.5280731566042487,2.0867724270483006,2.0867724270483006,2.0867724270483006,-0.43887509238870187,-0.43887509238870187,-0.43887509238870187;0.16070901229977608,0.06052340380847454,0.5508186537772417,0.5250241681933403,0.9730381052941084,0.13858900032937527,0.15961334481835365,0.12529723905026913,0.16811252385377884,0.12596589140594006
rosenbrock;s-myopic;159565.66130317043,149874.08573955455,74491.5416728691,-12397.350623146602,53208.856080083875,89203.22959893887,-30326.89111501677,115923.64272985217,95996.81449840973,91417.07533745687,158693.02616116696,134227.62240617635,114501.72373700191,107407.92434597715,106382.3243727817,92879.8070347794,101032.78189149563,103214.3660602991,100696.49736772713,90874.20546837225,91940.14774210744,82790.35735927569,79778.50858268529,71937.93370821912,65450.83939344897,70661.43007419407,65786.99739058365,62992.39368427341,61162.87891053367,59904.82247680401,60023.79027514912,58162.70437707793,51117.01570441293,48110.69888541049,48403.8554390015,46403.91672040669,45254.855780375205,40938.73197886039,45556.302920012524,42309.851519942225,51287.209897509194,57223.64938768897,47772.71281713977,51948.6975296751,51023.94148918536,54011.328855055704,50506.3322755192,46076.78628122308,56427.396498775255,50223.09633175537;104885.82127203731,104885.82127203731,104885.82127203731,104885.82127203731,104885.82127203731,104885.82127203731,87399.4271682838,87399.4271682838,86884.18119309255,75468.74830311643,23133.43070811316,23133.43070811316,23133.43070811316,23133.43070811316,23133.43070811316,23133.43070811316,23133.43070811316,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275,4949.2333797800275;0.4780919160693884,0.3431112468242645,0.7876309398561716,0.6782553233206272,1.0291200019419193,0.21444286033511162,0.09396673552691936,0.3965645954012871,0.476809686049819,0.3444813843816519,0.738073330372572,0.6589831914752722,0.4692938197404146,0.48605735786259174,0.5195943303406239,0.47157546505331993,0.46830569952726364,0.5968772228807211,0.5370363239198923,0.5129189509898424,0.6608591917902231,0.5930524338036776,0.5790325235575438,0.5278736054897308,0.5941157210618258,0.5759778078645468,0.46408035792410374,0.4919570665806532,0.43015228398144245,0.42741747573018074,0.44855119474232197,0.4988869335502386,0.6267363131046295,0.5380853172391653,0.3379357121884823,0.6278624199330807,0.6569792162626982,0.6058672498911619,0.5568517874926329,0.43088836781680584,0.5958289187401533,0.500457065179944,0.7164991907775402,0.48624758422374725,0.5880719926208258,0.6366907581686974,0.6149040311574936,0.8466721698641777,0.7557657696306705,0.3402439374476671
sixhumpcamel;s-myopic;1019.2480652858205,2608.314643223761,2469.3672960512386,2383.8462284027587,2280.211268681751,2073.5575792257187,1865.9176279278922,2034.3453488477762,1710.4706990447853,1718.8065263177218;2.5280731566042487,2.5280731566042487,2.5280731566042487,2.5280731566042487,2.5280731566042487,2.212060206842206,2.212060206842206,2.212060206842206,2.212060206842206,2.212060206842206,-0.3482577004279591;0.1065687220543623,0.08574107103049755,0.5775383543223143,0.10507627949118614,0.11257954500615597,0.16360516287386417,0.18857833929359913,0.2238282598555088,0.18028509058058262,0.16952228173613548
shekel;myopic;0.6162661424872371,0.8978552509399513,0.8204155907706647,0.849749555001693,0.8335542234021889,1.333358969723697,2.7834916588828804,2.342015397178017,2.2433669359990502,2.2637260852998073,2.72072708802023,2.508604832287277,1.628980563259477,2.3720497765898596,17.725788291189772,13.845503138074353,9.305252364476171,24.675052630861693,12.821448501590872,20.45402148624335,12.780949289050362,11.295711436789613,13.156968150639857,11.82075279167789,9.171477660075066,12.19798678351309,8.048762044460561,6.749500476168553,14.438191935431835,7.81583799158199,8.0662436490158,7.576371012064049,7.800385894405076,8.018176825401442,7.628203084228157,5.2994032576169205,6.609623424712473,21.748802260461044,9.15241483013603,7.584470110964115,9.969614788620659,8.173417004432713,7.464689500658545,6.904014068078196,6.489645005187412,6.184527432686685,8.118384244789967,6.319837965141654,7.42239478590774,10.015396705470426,13.284107543064867,12.847770696668587,12.153145598121338,7.578623071019209,6.739400305615403,7.329604495442039,9.334046016006585,7.041560259840816,6.096633155831933,6.044836676877163,6.0617289175176765,5.735754856048762,6.460991297703385,5.654879228057161,4.91571459377465,5.408564533331375,4.426515330934163,5.922556942445454,8.430652642663764,6.326326159147281,7.051020987822919,6.175826281995849,5.856480624175173,6.2133495252977795,7.020017610573027,5.529416502930809,5.690176883943986,8.065944778124663,8.310952272419279,7.627418589771544;-0.5703766656534641,-0.7613206638664684,-0.7613206638664684,-0.7996610565687672,-0.8016762387154688,-0.8016762387154688,-2.0162810023063433,-2.0162810023063433,-2.0162810023063433,-2.0162810023063433,-2.0162810023063433,-2.0162810023063433,-2.0162810023063433,-2.0162810023063433,-4.487310385766564,-4.487310385766564,-4.487310385766564,-4.487310385766564,-4.487310385766564,-4.487310385766564,-4.487310385766564,-4.487310385766564,-4.487310385766564,-4.487310385766564,-4.487310385766564,-4.487310385766564,-4.487310385766564,-4.487310385766564,-4.487310385766564,-4.487310385766564,-4.487310385766564,-4.487310385766564,-4.487310385766564,-4.487310385766564,-4.487310385766564,-4.487310385766564,-4.487310385766564,-4.487310385766564,-4.487310385766564,-4.487310385766564,-4.487310385766564,-4.487310385766564,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482,-6.219379414372482;0.18605263717472553,0.08933094143867493,0.7042389381676912,0.09664393402636051,0.2007116787135601,0.1770431026816368,0.24865693598985672,0.4052817393094301,0.4070515725761652,0.5130968447774649,0.4051041193306446,0.38504828326404095,0.22412856854498386,0.34872399270534515,0.7725910916924477,0.6105795614421368,0.4941077455878258,0.2968087401241064,0.2963618356734514,0.3457121904939413,0.30486652441322803,0.4309211131185293,0.3672697748988867,0.3119119554758072,0.38182925991714,0.341827942058444,0.3929923865944147,0.4755624998360872,0.36678051948547363,0.38713620603084564,0.33739012107253075,0.3724516276270151,0.2040986344218254,0.36489265598356724,0.3028969597071409,0.5422597154974937,0.28169187903404236,0.3808766398578882,0.29070331528782845,0.3760326970368624,0.3748343978077173,0.3905886970460415,0.3804248757660389,0.37927411682903767,0.3471044674515724,0.42029172368347645,0.3657411802560091,0.3850257955491543,0.37009960040450096,0.34289801493287086,0.33862075582146645,0.442162424325943,0.6248620171099901,0.49355996400117874,0.4828192964196205,0.6422356460243464,0.2514975219964981,0.4618376847356558,0.5057603921741247,0.3818656709045172,0.33015174232423306,0.2730840854346752,0.2262491900473833,0.25372255593538284,0.27279303036630154,0.39884745702147484,0.3110054265707731,0.4196334034204483,0.35453047417104244,0.46190143562853336,0.39446499943733215,0.3002715464681387,0.20295249111950397,0.29256208427250385,0.2481307741254568,0.2180518303066492,0.2642642091959715,0.4277717098593712,0.46471107192337513,0.6833664048463106
shekel;s-myopic;0.630422808758348,0.9054593100415218,0.8266517115177894,0.9203371005552002,0.8744828999571658,1.0596261132187892,0.9406669595986915,1.4257022833689674,4.2299930309258045,3.374127621474908,3.6333699179229835,4.164451686550987,3.3006921523855204,13.159944071976668,7.871746110601977,32.62198571900283,23.79766851807176,17.179374544235678,32.006184677935394,13.957663380595534,13.34305912967925,13.249829336095765,19.254193958186885,8.78972154562864,8.40141207727311,7.945485721541015,7.8739098986404725,8.53188651158377,9.140318471111128,8.958265960244372,7.907633461936992,7.874515405323812,9.461802458433139,7.42039912447935,13.835988088977938,10.880441580123232,9.432093452807825,20.154996819268817,16.29267629887039,12.340494642877736,16.746686959592996,12.268812841415436,9.833126563598483,14.84692459835877,12.61214549515742,12.158979380640712,10.213898398020284,18.753741866002365,18.64940914409818,12.489702927908722,11.24059675454408,9.309781645878378,11.90430728293321,10.73505365177209,10.291357285580787,9.256387097389954,8.18925872597456,7.4944701443525155,7.966004796242327,6.727919620486876,8.121600945241152,14.767159472651603,10.838930112781277,9.606199104606592,7.425152785499936,6.513629159752909,7.427125627100679,22.26061199557245,16.772409684072798,12.20555317186559,11.982433070039447,11.502832243040654,11.409584029565545,10.860634914176018,10.864258411113116,12.23319561590842,9.779939556112803,9.442136482689149,8.721933175133678,8.526491602232658;-0.5703766656534641,-0.7611435344543585,-0.7611435344543585,-0.8240770470225862,-0.8240770470225862,-0.868519708090924,-0.868519708090924,-0.868519708090924,-2.7665984621356157,-2.7665984621356157,-2.7665984621356157,-2.7665984621356157,-2.7665984621356157,-5.64920560766351,-5.64920560766351,-5.64920560766351,-5.64920560766351,-5.64920560766351,-5.64920560766351,-5.64920560766351,-5.64920560766351,-5.64920560766351,-5.64920560766351,-5.64920560766351,-5.64920560766351,-5.64920560766351,-5.64920560766351,-5.64920560766351,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976,-5.956992599696976;0.25099487230181694,0.1246418971568346,0.8046891074627638,0.14153167605400085,0.3032444790005684,0.19338033720850945,0.1966601312160492,0.2945567239075899,0.9333877898752689,1.2318689413368702,0.8389555867761374,0.8496293667703867,0.5673525594174862,0.49714120477437973,0.6312107164412737,0.39148065634071827,0.5488075260072947,0.7992907706648111,0.8615455161780119,0.6280317325145006,0.6095279976725578,1.3021709620952606,1.2057757899165154,0.7864551357924938,0.6363043766468763,0.6888564452528954,0.7576055768877268,0.8783791288733482,0.6041481643915176,0.524809068068862,0.6583435107022524,0.9236588850617409,0.8446752168238163,1.07772883400321,0.5279582366347313,0.5384693332016468,1.0536716971546412,0.8763864189386368,0.8768012914806604,0.5054943040013313,0.9695673249661922,0.9856649152934551,0.8480056710541248,0.7928649764508009,0.8030055910348892,0.6108991075307131,0.7744946051388979,0.710801986977458,0.6441827621310949,0.9948111940175295,0.42301577143371105,0.702766377478838,0.6904431711882353,0.6662717964500189,0.746289599686861,0.6175929475575686,0.7434184849262238,1.251035075634718,0.8668814059346914,0.8475284948945045,0.7080751918256283,0.6992220599204302,0.6036572568118572,0.5362224038690329,0.7609105762094259,0.804199293255806,0.7189730573445559,0.5684960130602121,0.828465772792697,0.4886607713997364,0.4964219070971012,0.48296591080725193,0.4655813090503216,0.9125799126923084,0.44218647107481956,0.6743014119565487,0.5683260690420866,0.39576507918536663,0.4473199751228094,0.44109353236854076
step2function;myopic;-4679.187569906089,-4751.854096294706,-4444.435000800684,-4176.053943802141,-3947.124515578476,-3915.2216963377205,-3851.4494338667796,-3809.2280062869745,-3730.347307222311,-3770.2318286946156,-3757.144213009804,-3772.5810362753177,-3766.8063095688135,-3792.605448772665,-3301.5970156901985,-3223.169178544267,-3075.529295370603,-2961.261946378281,-2924.764661534221,-2902.4008282719883,-2952.332358367484,-2632.8400021053203,-2446.9275317149054,-2333.046097381027,-2179.046453221157,-2126.2802718723005,-2109.499434982466,-2111.0203839645383,-2146.192688324543,-2086.80524018591,-2131.7072933858,-2153.8945543771742,-2124.9586117553436,-2131.291920878641,-2169.1408579971685,-2183.166634189336,-2036.3194671884928,-2056.3281400714786,-2104.66708832278,-1502.2479091019984,-1198.5744151480842,-903.698210995618,-676.4025721026201,-442.7995169246637,-193.40236148442014,-12.05408094878116,180.28823242711866,297.2781132217148,410.28249337977553,557.6591988226431,607.5167362496269,617.5318403009423,635.8586721491803,634.2513954915453,591.787008340225,684.1426022284038,750.4322498689478,740.1962290736118,704.8763571891227,683.2048716336121,862.4875725611486,968.688956500914,1063.9742185417456,1063.1798880844126,1032.5016655845589,999.2256928763005,1050.7933291938787,1016.9976097371392,992.7882965842751,1252.5238393213785,1412.080160186196,1499.8401961237698,1577.9756147190947,1621.0739531838774,1626.413535920308,1576.5003788608587,1593.9769733202743,1566.6081557505345,1575.0198908071527,1539.0951341127131;7173.0,7173.0,6844.0,6572.0,6349.0,6349.0,6318.0,6290.0,6207.0,6207.0,6207.0,6207.0,6207.0,6207.0,5622.0,5596.0,5456.0,5369.0,5369.0,5369.0,5369.0,4974.0,4807.0,4739.0,4596.0,4596.0,4596.0,4596.0,4596.0,4586.0,4586.0,4586.0,4586.0,4586.0,4586.0,4586.0,4446.0,4446.0,4446.0,3706.0,3397.0,3119.0,2937.0,2732.0,2503.0,2371.0,2207.0,2147.0,2071.0,1939.0,1939.0,1939.0,1939.0,1939.0,1939.0,1893.0,1859.0,1859.0,1859.0,1859.0,1686.0,1617.0,1552.0,1552.0,1552.0,1552.0,1552.0,1552.0,1552.0,1239.0,1103.0,1075.0,1038.0,1038.0,1038.0,1038.0,1038.0,1038.0,1038.0,1038.0,1038.0;0.3330162223428488,0.2799555454403162,0.23939277231693268,0.21484402753412724,0.23308231681585312,0.22853414341807365,0.21136016212403774,0.23355245031416416,0.19305219128727913,0.5752904321998358,0.18684947676956654,0.2575749587267637,0.22071858868002892,0.22277697175741196,0.4378963317722082,0.29835029132664204,0.2965537402778864,0.24996537901461124,0.30159431509673595,0.23613337986171246,0.7142857238650322,0.32406238466501236,0.31669182144105434,0.2560858689248562,0.37585208378732204,0.34465947188436985,0.27095135673880577,0.269603967666626,0.16712663136422634,0.2679535336792469,0.3656327221542597,0.23636194877326488,0.19705097563564777,0.20410043559968472,0.25870406068861485,0.7209433875977993,0.34884091280400753,0.24720189534127712,0.2655550669878721,0.6506635546684265,0.6211880352348089,0.6719299368560314,0.6531407851725817,0.8355087656527758,0.7161330413073301,0.5926535073667765,0.7915738672018051,0.8289621248841286,0.590916546061635,0.6932406146079302,0.5312672592699528,0.5821305923163891,0.612676240503788,0.9955319557338953,0.8357038479298353,0.6178295239806175,0.31858164072036743,0.3424973599612713,1.3139312248677015,0.28862722776830196,0.4227966945618391,0.4831373207271099,0.46257688477635384,0.5530285090208054,0.43496396765112877,0.5395998507738113,0.3105839714407921,0.3515789322555065,0.3927242010831833,0.5030897445976734,0.9138094373047352,0.29013836570084095,0.4478185884654522,0.47497667372226715,0.41455637104809284,0.7532871030271053,0.49601711332798004,0.421132517978549,0.2800505515187979,0.7837079390883446
styblinskitang;ei;nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan;-79.32765440385408,-79.32765440385408,-79.32765440385408,-82.12717420623838,-82.12717420623838,-82.12717420623838,-82.12717420623838,-82.12717420623838,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446,-119.7313279308446;0.21138311736285686,0.1784911211580038,0.17821568995714188,0.2365669161081314,0.2170115951448679,0.2076758686453104,0.21987147629261017,0.23388281650841236,0.17435527220368385,0.1668998170644045,0.15569883026182652,0.14462017081677914,0.16994543001055717,0.1882846299558878,0.16448193229734898,0.15965745598077774,0.19106118008494377,0.22373798489570618,0.20955664105713367,0.18924282677471638,0.2649784851819277,0.23106298595666885,0.23172367736697197,0.2853755094110966,0.23554160818457603,0.25229356437921524,0.276874540373683,0.25718021020293236,0.2553396262228489,0.24732143059372902,0.24353100173175335,0.23127901554107666,0.24747013114392757,0.3550914041697979,0.34606388211250305,0.375593900680542,0.6032213494181633,0.43736173026263714,0.40531150437891483,0.30239866860210896,0.3529336079955101,0.38250812888145447,0.37557576037943363,0.3925665095448494,0.3698343187570572,0.2933890353888273,0.3553041871637106,0.2741484269499779,0.36398177593946457,0.3111358303576708,0.2676828932017088,0.28417420014739037,0.3145832847803831,0.33751947805285454,0.31664867885410786,0.3349654395133257,0.3025939501821995,0.3214765936136246,0.3798660971224308,0.3306210786104202
styblinskitang;myopic;96.85429148453063,88.93100620869168,141.2417931796848,111.21546308612454,109.46981477623811,113.83057528444907,117.89489087538988,139.3047762537792,133.71087658411284,125.82368404271801,144.16795745394703,138.12441520138276,137.25536116646484,148.8816749773471,143.43753574606959,153.08500624066326,160.5978435829871,168.91780476364752,165.32078338162987,171.96893131871107,173.79184860629306,171.98040874005588,171.9297423583978,172.32372941763717,170.32741134077713,169.80751340434614,170.4524634462174,169.7227610563244,169.6162863697651,169.260605601946,169.12813082853293,169.06919113199513,169.03514467822643,168.75292604980774,168.63413981739401,168.56061301585584,168.5080221769765,168.41798475661471,168.3822610570773,168.36149035315685,168.29580446375422,168.25689154511645,168.22136167816177,168.1868733820336,193.38000906444256,168.37697598545535,168.32155559424447,168.28192716950738,168.27986655596212,168.21262397470798,327.11450311285915,172.69917206538452,168.41462005334154,168.37279785180516,168.3593838605319,168.25303458522566,168.3343802198571,168.330578989122,168.30481682332672,168.24677852000227;-79.32765440385408,-79.32765440385408,-79.32765440385408,-86.87521474335571,-89.09727091963259,-89.09727091963259,-109.15204300522421,-120.23423659507827,-120.23423659507827,-120.23423659507827,-128.10125038775078,-130.12824918374474,-131.23549402869992,-135.32313216771217,-135.32313216771217,-139.51408791950493,-151.19251969236342,-157.00879988987145,-157.54741346922273,-163.4605114748333,-163.4605114748333,-167.09135502902058,-167.09135502902058,-167.09135502902058,-167.09135502902058,-167.09135502902058,-167.09135502902058,-167.09135502902058,-167.4430466605192,-167.4430466605192,-167.4430466605192,-167.4430466605192,-167.4430466605192,-167.4430466605192,-167.49095419684875,-167.49095419684875,-167.49095419684875,-167.49095419684875,-167.49095419684875,-167.49095419684875,-167.49095419684875,-167.49095419684875,-167.49095419684875,-167.49095419684875,-167.49095419684875,-167.49095419684875,-167.49095419684875,-167.49095419684875,-167.49095419684875,-167.49095419684875,-167.49095419684875,-167.49095419684875,-167.49095419684875,-167.49095419684875,-167.49095419684875,-167.49095419684875,-167.49095419684875,-167.49095419684875,-167.49095419684875,-167.49095419684875,-167.52877843507818;0.2483864761888981,0.1030198447406292,0.7397256121039391,0.7723256424069405,0.9482172653079033,0.33532982505857944,0.2391162682324648,0.1776204016059637,0.2019004262983799,0.2830199021846056,0.15034375712275505,0.218676233664155,0.1470850370824337,0.1923389546573162,0.24800358340144157,0.17596501857042313,0.19333670288324356,0.1742343194782734,0.21913124807178974,0.22299776412546635,0.2056291289627552,0.2737988457083702,0.24525846354663372,0.27312551252543926,0.2040157299488783,0.20636034570634365,0.22452160343527794,0.2103987243026495,0.19768617488443851,0.3839651271700859,0.2535315118730068,0.31326272524893284,0.3207971900701523,0.3066932484507561,0.318629864603281,0.3071283642202616,0.33342054672539234,0.3125524800270796,0.3194743078202009,0.3243598323315382,0.3374198153614998,0.2601210083812475,0.4991909936070442,0.45961320400238037,0.4051768146455288,0.31086959689855576,0.2202489636838436,0.25458183512091637,0.27294378727674484,0.22073516622185707,0.39735531993210316,0.3121585752815008,0.2154377307742834,0.24442488327622414,0.25110057182610035,0.2815351374447346,0.2774062007665634,0.3305187653750181,0.39676255732774734,0.2794971540570259
